model_id,canonical_family_id,domain,cue_type,canonical_answer,S_lp,S_lp_binary,primary_monitor_score,monitor_layer,monitor_site,entropy_score,source_experiment_ids,primary_monitor_score_null_reason,monitor_layer_null_reason,monitor_site_null_reason,entropy_score_null_reason
qwen2p5_7b_instruct,CM_B_UM_046,mechanics,nongoverning_distractor,6.0 m/s,0.390625,0,0.1693268502308434,18,resid_post_last_prompt,0.4489809153011824,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_047,mechanics,nongoverning_distractor,9.899 m/s,2.0,1,0.6378473229625148,18,resid_post_last_prompt,1.1849015567627337,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_048,mechanics,nongoverning_distractor,4.4 m/s,0.0,0,0.7194140264602088,18,resid_post_last_prompt,1.1350597322181442,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_049,mechanics,nongoverning_distractor,1.592 Hz,1.90625,1,0.7301560867485986,18,resid_post_last_prompt,1.7316278919704429,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_050,mechanics,nongoverning_distractor,0.796 Hz,2.09375,1,0.7694979854225992,18,resid_post_last_prompt,1.1950060881774829,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_051,mechanics,nongoverning_distractor,0.705 Hz,0.0,0,,,,,stage6_qwen_behavioural_full_rerun,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_B_UM_052,mechanics,nongoverning_distractor,0.352 Hz,4.921875,1,0.760349882206602,18,resid_post_last_prompt,1.9828480530205,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_053,mechanics,nongoverning_distractor,1.592 Hz,0.0,0,0.8111946660316378,18,resid_post_last_prompt,0.8421208229635163,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_054,electrostatics_circuits,nongoverning_distractor,159.155 Hz,0.875,1,0.7482384802468149,18,resid_post_last_prompt,4.24108670110032,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_055,mechanics,nongoverning_distractor,0.249 Hz,5.171875,1,0.7604577975893881,18,resid_post_last_prompt,2.07875269538122,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_056,mechanics,nongoverning_distractor,80.0 Hz,0.6640625,1,0.6500388206755171,18,resid_post_last_prompt,0.7196516932310467,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_057,mechanics,nongoverning_distractor,12 N*m,0.0,0,0.36333345648877924,18,resid_post_last_prompt,1.4698092922106425,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_058,mechanics,nongoverning_distractor,15 N*m,0.53125,1,0.3031101348514655,18,resid_post_last_prompt,0.9241233176638278,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_059,mechanics,nongoverning_distractor,6.928 N*m,10.03125,1,0.46307669724365247,18,resid_post_last_prompt,4.317167989912484,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_060,mechanics,nongoverning_distractor,8 N*m,0.46875,0,0.37308758599726455,18,resid_post_last_prompt,1.266179469592976,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_B_UM_061,mechanics,nongoverning_distractor,6.928 N*m,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_B_UM_062,mechanics,nongoverning_distractor,24.48 N,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_B_UM_063,mechanics,nongoverning_distractor,18.72 J,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_001,mechanics,frame_rendering,30.0 m/s,4.40625,1,0.9920868189255165,18,resid_post_last_prompt,2.598123195813663,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_C_002,mechanics,frame_rendering,50.0 N,6.78125,1,0.9736288214618574,18,resid_post_last_prompt,3.743704024655094,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_C_003,mechanics,frame_rendering,1000 J,6.546875,1,0.8909725684809067,18,resid_post_last_prompt,2.3313997522277257,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_C_004,electrostatics_circuits,frame_rendering,200 W,13.546875,1,0.9878002923222791,18,resid_post_last_prompt,5.204514876302714,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_C_005,mechanics,frame_rendering,50 Hz,13.828125,1,0.9956596970650184,18,resid_post_last_prompt,4.889993157567266,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,CM_C_006,electrostatics_circuits,frame_rendering,2.0 C,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_007,thermodynamics,frame_rendering,101325 Pa,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_008,electrostatics_circuits,frame_rendering,0.75 A,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_009,electrostatics_circuits,frame_rendering,12.0 V,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_010,electrostatics_circuits,frame_rendering,0.002 F,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_011,electrostatics_circuits,frame_rendering,500 ohm,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_012,mechanics,frame_rendering,12.0 kg*m/s,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_013,mechanics,frame_rendering,9.8 m/s^2,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_014,electrostatics_circuits,frame_rendering,250 N/C,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,CM_C_015,thermodynamics,frame_rendering,25 K,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,EL_A_001,electrostatics_circuits,irrelevant_variable,40.0 V,0.0,0,0.2804974791166959,18,resid_post_last_prompt,0.015625,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_A_002,electrostatics_circuits,irrelevant_variable,20.0 W,0.0,0,0.18143160045943646,18,resid_post_last_prompt,0.08193819126329309,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_A_003,electrostatics_circuits,irrelevant_variable,1.2e-3 C,0.0,0,0.009018255299641252,18,resid_post_last_prompt,0.17364149039760055,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_A_004,electrostatics_circuits,irrelevant_variable,5.394 N,0.0,0,0.5860972856955106,18,resid_post_last_prompt,0.19527343359296856,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_A_005,electrostatics_circuits,irrelevant_variable,1.124e6 N/C,0.0625,0,0.9394996318520428,18,resid_post_last_prompt,0.06987712429686843,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_B_001,electrostatics_circuits,nongoverning_distractor,30.0 V,1.890625,1,0.7123057867658933,18,resid_post_last_prompt,0.7413543843818471,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_B_002,electrostatics_circuits,nongoverning_distractor,24.0 W,2.8203125,1,0.9216950251304863,18,resid_post_last_prompt,1.09716264479822,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_B_003,electrostatics_circuits,nongoverning_distractor,4.5e-4 C,1.015625,1,0.5354207887385019,18,resid_post_last_prompt,0.43680189839044886,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_B_004,electrostatics_circuits,nongoverning_distractor,0.8991 N,1.375,1,0.6209004667687961,18,resid_post_last_prompt,0.8894935246918608,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,EL_B_005,electrostatics_circuits,nongoverning_distractor,3.0e5 N/C,0.0,0,0.39719361550233767,18,resid_post_last_prompt,1.0113718034455417,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_001,thermodynamics,nongoverning_distractor,41860 J,0.0,0,0.19824476755485312,18,resid_post_last_prompt,1.9463476161695141,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_002,thermodynamics,nongoverning_distractor,41860 J,0.140625,0,0.02382982304561493,18,resid_post_last_prompt,0.802627444976614,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_003,thermodynamics,nongoverning_distractor,41860 J,0.0,0,0.1114319913679521,18,resid_post_last_prompt,1.218217782430419,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_004,thermodynamics,nongoverning_distractor,42000 J,0.0,0,0.019743096181873514,18,resid_post_last_prompt,0.8411418021059232,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_005,thermodynamics,nongoverning_distractor,42000 J,0.0,0,0.0781282133660243,18,resid_post_last_prompt,0.5069704557158632,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_006,thermodynamics,nongoverning_distractor,100000 Pa,3.40625,1,0.9925790354878072,18,resid_post_last_prompt,1.5443229816588522,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_007,thermodynamics,nongoverning_distractor,100000 Pa,2.21875,1,0.9889772112963389,18,resid_post_last_prompt,1.03423455428701,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_008,thermodynamics,nongoverning_distractor,100000 Pa,2.890625,1,0.9945680608761329,18,resid_post_last_prompt,1.1464627473471118,stage6_qwen_behavioural_full_rerun;stage9_mean_probe_stage6;stage9_entropy_baseline,,,,
qwen2p5_7b_instruct,TH_B_UM_009,thermodynamics,nongoverning_distractor,0.010 m,0.0,0,,,,,stage6_qwen_behavioural_full_rerun,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,TH_B_UM_010,thermodynamics,nongoverning_distractor,0.012 m,0.0,0,,,,,stage6_qwen_behavioural_full_rerun,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,TH_B_UM_011,thermodynamics,nongoverning_distractor,1674.4 J,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
qwen2p5_7b_instruct,TH_B_UM_012,thermodynamics,nongoverning_distractor,1176 Pa,,,,,,,,source_not_ingested,source_not_ingested,source_not_ingested,source_not_ingested
