model_id,model_role,model_revision,canonical_family_id,template_id,domain,cue_type,benchmark_version,split_membership,family_manifest_hash,solver_certificate_hash,automated_solver_status,human_validation_status,adjudication_status,n_variants_expected,n_variants_observed,n_variants_parsed,family_parse_rate,base_variant_correct,all_variants_correct,family_correctness_rate,S_lp,S_lp_binary,answer_flip_rate,distributional_sensitivity,primary_monitor_score,monitor_layer,monitor_site,entropy_score,confidence_score,black_box_counterfactual_score,cot_classifier_score,answer_rationale_score,correctness_probe_score,causal_panel_eligible,causal_site,intervention_type,normalized_effect,raw_correct_logprob_effect,raw_S_lp_effect,sign_consistent,general_damage_metric,exclusion_flag,exclusion_reason,evidence_status,paper_eligibility,source_experiment_ids,primary_monitor_score_null_reason,monitor_layer_null_reason,monitor_site_null_reason,entropy_score_null_reason,confidence_score_null_reason,black_box_counterfactual_score_null_reason,cot_classifier_score_null_reason,answer_rationale_score_null_reason,correctness_probe_score_null_reason,causal_panel_eligible_null_reason,causal_site_null_reason,intervention_type_null_reason,normalized_effect_null_reason,general_damage_metric_null_reason
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_016,CM_B_UM_016,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,fb8d3d40ab52cbd8a38e6208272e31c6a66563e5fdeadb8aba4763723c9a2163,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.125,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_017,CM_B_UM_017,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,d44b34e3e4362bbb5c7057775398236bd55dc7c1c26923b78c5e0b0076b993f5,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.390625,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_018,CM_B_UM_018,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,0ccd3d22483d72391f67bcd15d5adf7611f1b098af53e76b7911dfb2019c4c6e,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.734375,1,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_019,CM_B_UM_019,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,fe90299bf670e5b1be6876eba3c35e3a311aaea5cd3379ee6d95d9e8b82d4344,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_020,CM_B_UM_020,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,71529a255be409740e3bac765c6d09de55680502d803c281ccd3f9deb83d3e55,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_021,CM_B_UM_021,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,c8e9f45a0074e0892c64e346c814297f1fdd43bb046dd05a14e04dab0191e81f,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.03125,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_022,CM_B_UM_022,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,b2d26aa14801986cc2434709bcee89d7f39ca2e7a02a0d89edf6554dd35a5361,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_023,CM_B_UM_023,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,413306810828116436901f1c26842fecfd310039d5d4afa43f74499e98bd9365,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_024,CM_B_UM_024,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,13ec4f7db38fdca4072d4d3ce9500b191a694f763153f970b64d8c71e6b740c3,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_025,CM_B_UM_025,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,f45a94b6497a21c1d0a77b0c6dfd13ec98a8d4fd9eb21d1ddbd44e26a7a41c10,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_026,CM_B_UM_026,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,4f40e0f2c7c529c2199139a58f9948ca2f7c66c51c4b058ed7f4f5660653111b,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.1640625,0,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_027,CM_B_UM_027,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,0f97d5d6be069bf6dd6b12db4eab0a7acacf7ae2d5aae041775a310baa496101,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_028,CM_B_UM_028,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,f2e5f3cbe15fb69656e803ba0579d6e4c63ed6d8002d4f6990ba3f2b4eedd1d0,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_029,CM_B_UM_029,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,a280a5f2c520c3cd686d9ff263d63765f14187e4b3c7b7cd50a430c649a63cc2,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.140625,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_030,CM_B_UM_030,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,81286b73ae77ce3e3256b5b7eb783f9c16f4949f018780f685dfa719ff5703c4,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.375,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_031,CM_B_UM_031,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,70ff9a3262b2ee2ce238eec7f3379d8e210e95668f6ffcc7e9c2f6b03d7f18a7,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_032,CM_B_UM_032,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,62a225b3a133ce80ae8415a6b8fe6d29db62b05ae8214c3c4de96cbfb4cbb7d7,certified,pending_stage13,not_started,4,4,4,1.0,,,,1.875,1,1.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_033,CM_B_UM_033,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,de2d9e84f63438bbf00f28ce86d7af1c85f58f93f106e9acd4ca79c9d162cdec,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.078125,0,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_034,CM_B_UM_034,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,c90ac22c79f91d9bbf43587353370d16042f28eb796da015cbf09144ef1a61ff,certified,pending_stage13,not_started,4,4,4,1.0,,,,1.6875,1,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_035,CM_B_UM_035,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,52cb8c48afc4adff582d570c0d0337a9f14da65529570bccac9a5517643b8381,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.6666666666666666,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_036,CM_B_UM_036,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,3e6a48dc8e41f7f20a82a3ca7730f7ac29933e29267c6fd2c5c94e7a18040ac7,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_037,CM_B_UM_037,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,f27a236f4aedae20ac79128165575ebbd8d88ae4f9340a84e3bee2b8a155e5d3,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.125,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_038,CM_B_UM_038,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,136d8e384d8188052a3ed7ac97fd65f5edf3ee77789f244106f0be7aab9e8db0,certified,pending_stage13,not_started,4,4,4,1.0,,,,1.046875,1,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_039,CM_B_UM_039,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,4b02da622e3b3b8a6bb68150887151c8ee66f1a544751ec8bc56ae29d437ced6,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_040,CM_B_UM_040,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,f9d7c48278d4defc92dcd8f4e87a1d2212e1cef27f6af5e253640e2651fd7ee7,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_041,CM_B_UM_041,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,f72185f67ee05c0847f93b3049f98358c81788856c715f9ac1fe9a8a5bc1f752,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_042,CM_B_UM_042,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,b57f24782303c9ce39f680759a4d0a3dd535d00eebdbaae1273d9b0fc3d2ae8e,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.2890625,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_043,CM_B_UM_043,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,6491919c4cd60a27d374918fd01abe0d91e0447cf7e004d2d07db0b68d7db34f,certified,pending_stage13,not_started,4,4,4,1.0,,,,1.21875,1,0.8333333333333334,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_044,CM_B_UM_044,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,b8d8011e43268929a0041624a6e4ab023d256e02698ab560280d6b56768f4ded,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_045,CM_B_UM_045,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,5b5f8b801bc85e3cc57b658c93f2594587c44ec0520effeb84371a48f622bd7c,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.375,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_046,CM_B_UM_046,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,4bdc12e4cadc7963e7aff859882f673898366b2d7f02e08524832d9a32115fb0,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_047,CM_B_UM_047,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,367b5afa6d60ac5592248d23f64263459cd7168faa978500da24a14106abf458,certified,pending_stage13,not_started,4,4,4,1.0,,,,5.21875,1,0.5,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_048,CM_B_UM_048,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,5f8923020616928be29e0c7f860e5f073cfc84179e0a03180cca585074fb5aa4,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.203125,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_049,CM_B_UM_049,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,2f422974d286da5e0731fd153cecd8ab73c538c9627c66edacf22f524898c115,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_050,CM_B_UM_050,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,912b1c0e4a1938bd676ef2b85cfc4d20eca064017f37421838ef1c342125cf08,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,1.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_051,CM_B_UM_051,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,341ba805ab25bfeb934e42f686a16e47d4e5b9fb86b7e1f764e95ce70f743a42,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,1.0,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_052,CM_B_UM_052,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,30ce6ac461a0d8e8bb78b683ec780875c606f48a2321a09101924f294f44d001,certified,pending_stage13,not_started,4,4,4,1.0,,,,2.171875,1,0.6666666666666666,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_053,CM_B_UM_053,mechanics,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,b7469b5b50fa2327ee0123aef6228dcbe2e12e48363b1568109fb35893c122a3,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.109375,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
llama3p1_8b_instruct,primary_dense,unresolved,CM_B_UM_054,CM_B_UM_054,electrostatics_circuits,nongoverning_distractor,physmon_canonical_155_v1,discovery,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,18edb6a27ee3e1e55868c3feaccbcbbb5c3cbdc8f14addde0c909fbad0d0d53d,certified,pending_stage13,not_started,4,4,4,1.0,,,,0.0,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,False,,exploratory_unvalidated,False,"[""stage6_llama_behavioural_full_rerun""]",human_validation_pending,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,not_measured,human_validation_pending,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
