expected_run_id,source,stage,experiment_family,model_id,configuration_identity,panel_identity,job_id_if_known,result_directory,raw_artifacts,summary_artifacts,logs,config,confidence,registry_experiment_id,mapping_status
results_stage10_llama_head_selection_sweep_layer_20_head_20_run_causal_patching_events,summary_or_raw_artifact,stage10,head_20,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_20/head_20,results/stage10/llama_head_selection_sweep/layer_20/head_20/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_20/head_20/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_20_head_23_patching_results,summary_or_raw_artifact,stage10,head_23,llama,patching_results,unresolved,,results/stage10/llama_head_selection_sweep/layer_20/head_23,results/stage10/llama_head_selection_sweep/layer_20/head_23/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_20_head_23_patching_summary,summary_or_raw_artifact,stage10,head_23,llama,patching_summary,unresolved,,results/stage10/llama_head_selection_sweep/layer_20/head_23,,results/stage10/llama_head_selection_sweep/layer_20/head_23/patching_summary.json,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_20_head_23_run_causal_patching_events,summary_or_raw_artifact,stage10,head_23,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_20/head_23,results/stage10/llama_head_selection_sweep/layer_20/head_23/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_20/head_23/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_19_patching_results,summary_or_raw_artifact,stage10,head_19,llama,patching_results,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_19,results/stage10/llama_head_selection_sweep/layer_21/head_19/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_19_patching_summary,summary_or_raw_artifact,stage10,head_19,llama,patching_summary,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_19,,results/stage10/llama_head_selection_sweep/layer_21/head_19/patching_summary.json,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_19_run_causal_patching_events,summary_or_raw_artifact,stage10,head_19,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_19,results/stage10/llama_head_selection_sweep/layer_21/head_19/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_21/head_19/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_5_patching_results,summary_or_raw_artifact,stage10,head_5,llama,patching_results,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_5,results/stage10/llama_head_selection_sweep/layer_21/head_5/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_5_patching_summary,summary_or_raw_artifact,stage10,head_5,llama,patching_summary,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_5,,results/stage10/llama_head_selection_sweep/layer_21/head_5/patching_summary.json,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_5_run_causal_patching_events,summary_or_raw_artifact,stage10,head_5,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_5,results/stage10/llama_head_selection_sweep/layer_21/head_5/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_21/head_5/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_7_patching_results,summary_or_raw_artifact,stage10,head_7,llama,patching_results,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_7,results/stage10/llama_head_selection_sweep/layer_21/head_7/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_7_patching_summary,summary_or_raw_artifact,stage10,head_7,llama,patching_summary,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_7,,results/stage10/llama_head_selection_sweep/layer_21/head_7/patching_summary.json,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_7_run_causal_patching_events,summary_or_raw_artifact,stage10,head_7,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_7,results/stage10/llama_head_selection_sweep/layer_21/head_7/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_21/head_7/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_8_patching_results,summary_or_raw_artifact,stage10,head_8,llama,patching_results,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_8,results/stage10/llama_head_selection_sweep/layer_21/head_8/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_8_patching_summary,summary_or_raw_artifact,stage10,head_8,llama,patching_summary,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_8,,results/stage10/llama_head_selection_sweep/layer_21/head_8/patching_summary.json,,,medium,,unmatched
results_stage10_llama_head_selection_sweep_layer_21_head_8_run_causal_patching_events,summary_or_raw_artifact,stage10,head_8,llama,run_causal_patching_events,unresolved,,results/stage10/llama_head_selection_sweep/layer_21/head_8,results/stage10/llama_head_selection_sweep/layer_21/head_8/run_causal_patching_events.jsonl,,results/stage10/llama_head_selection_sweep/layer_21/head_8/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_mhk_patching_results,summary_or_raw_artifact,stage10,llama_mhk,llama,patching_results,unresolved,,results/stage10/llama_mhk,results/stage10/llama_mhk/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_mhk_patching_summary,summary_or_raw_artifact,stage10,llama_mhk,llama,patching_summary,unresolved,,results/stage10/llama_mhk,,results/stage10/llama_mhk/patching_summary.json,,,medium,,unmatched
results_stage10_llama_mhk_run_causal_patching_events,summary_or_raw_artifact,stage10,llama_mhk,llama,run_causal_patching_events,unresolved,,results/stage10/llama_mhk,results/stage10/llama_mhk/run_causal_patching_events.jsonl,,results/stage10/llama_mhk/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_mhk_v2_attn_layer19_patching_results,summary_or_raw_artifact,stage10,attn_layer19,llama,patching_results,unresolved,,results/stage10/llama_mhk_v2/attn_layer19,results/stage10/llama_mhk_v2/attn_layer19/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_mhk_v2_attn_layer19_patching_summary,summary_or_raw_artifact,stage10,attn_layer19,llama,patching_summary,unresolved,,results/stage10/llama_mhk_v2/attn_layer19,,results/stage10/llama_mhk_v2/attn_layer19/patching_summary.json,,,medium,,unmatched
results_stage10_llama_mhk_v2_attn_layer19_run_causal_patching_events,summary_or_raw_artifact,stage10,attn_layer19,llama,run_causal_patching_events,unresolved,,results/stage10/llama_mhk_v2/attn_layer19,results/stage10/llama_mhk_v2/attn_layer19/run_causal_patching_events.jsonl,,results/stage10/llama_mhk_v2/attn_layer19/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_llama_mhk_v2_causal_sweep_patching_results,summary_or_raw_artifact,stage10,causal_sweep,llama,patching_results,unresolved,,results/stage10/llama_mhk_v2/causal_sweep,results/stage10/llama_mhk_v2/causal_sweep/patching_results.csv,,,,medium,,unmatched
results_stage10_llama_mhk_v2_causal_sweep_patching_summary,summary_or_raw_artifact,stage10,causal_sweep,llama,patching_summary,unresolved,,results/stage10/llama_mhk_v2/causal_sweep,,results/stage10/llama_mhk_v2/causal_sweep/patching_summary.json,,,medium,,unmatched
results_stage10_llama_mhk_v2_causal_sweep_run_causal_patching_events,summary_or_raw_artifact,stage10,causal_sweep,llama,run_causal_patching_events,unresolved,,results/stage10/llama_mhk_v2/causal_sweep,results/stage10/llama_mhk_v2/causal_sweep/run_causal_patching_events.jsonl,,results/stage10/llama_mhk_v2/causal_sweep/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_logit_lens_logit_lens_summary,summary_or_raw_artifact,stage10,logit_lens,unresolved,logit_lens_summary,unresolved,,results/stage10/logit_lens,,results/stage10/logit_lens/logit_lens_summary.json,,,medium,,unmatched
results_stage10_logit_lens_run_causal_patching_events,summary_or_raw_artifact,stage10,logit_lens,unresolved,run_causal_patching_events,unresolved,,results/stage10/logit_lens,results/stage10/logit_lens/run_causal_patching_events.jsonl,,results/stage10/logit_lens/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_mean_probe_full_sweep_bigcompute_loo_predictions_resid_post_last_prompt,summary_or_raw_artifact,stage10,mean_probe_full_sweep_bigcompute,unresolved,loo_predictions_resid_post_last_prompt,unresolved,,results/stage10/mean_probe_full_sweep_bigcompute,results/stage10/mean_probe_full_sweep_bigcompute/loo_predictions_resid_post_last_prompt.json,,,,medium,,unmatched
results_stage10_mean_probe_full_sweep_bigcompute_run_probing_events,summary_or_raw_artifact,stage10,mean_probe_full_sweep_bigcompute,unresolved,run_probing_events,unresolved,,results/stage10/mean_probe_full_sweep_bigcompute,results/stage10/mean_probe_full_sweep_bigcompute/run_probing_events.jsonl,,results/stage10/mean_probe_full_sweep_bigcompute/run_probing_events.jsonl,,medium,,unmatched
results_stage10_mean_probe_full_sweep_bigcompute_summary_resid_post_last_prompt,summary_or_raw_artifact,stage10,mean_probe_full_sweep_bigcompute,unresolved,summary_resid_post_last_prompt,unresolved,,results/stage10/mean_probe_full_sweep_bigcompute,,results/stage10/mean_probe_full_sweep_bigcompute/summary_resid_post_last_prompt.json,,,medium,,unmatched
results_stage10_mhk_cue_generalization_patching_results,summary_or_raw_artifact,stage10,mhk_cue_generalization,unresolved,patching_results,unresolved,,results/stage10/mhk_cue_generalization,results/stage10/mhk_cue_generalization/patching_results.csv,,,,medium,,unmatched
results_stage10_mhk_cue_generalization_patching_summary,summary_or_raw_artifact,stage10,mhk_cue_generalization,unresolved,patching_summary,unresolved,,results/stage10/mhk_cue_generalization,,results/stage10/mhk_cue_generalization/patching_summary.json,,,medium,,unmatched
results_stage10_mhk_cue_generalization_run_causal_patching_events,summary_or_raw_artifact,stage10,mhk_cue_generalization,unresolved,run_causal_patching_events,unresolved,,results/stage10/mhk_cue_generalization,results/stage10/mhk_cue_generalization/run_causal_patching_events.jsonl,,results/stage10/mhk_cue_generalization/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_mhk_dose_response_heads_1_patching_results,summary_or_raw_artifact,stage10,heads_1,unresolved,patching_results,unresolved,,results/stage10/mhk_dose_response/heads_1,results/stage10/mhk_dose_response/heads_1/patching_results.csv,,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_1_patching_summary,summary_or_raw_artifact,stage10,heads_1,unresolved,patching_summary,unresolved,,results/stage10/mhk_dose_response/heads_1,,results/stage10/mhk_dose_response/heads_1/patching_summary.json,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_1_run_causal_patching_events,summary_or_raw_artifact,stage10,heads_1,unresolved,run_causal_patching_events,unresolved,,results/stage10/mhk_dose_response/heads_1,results/stage10/mhk_dose_response/heads_1/run_causal_patching_events.jsonl,,results/stage10/mhk_dose_response/heads_1/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_mhk_dose_response_heads_2_patching_results,summary_or_raw_artifact,stage10,heads_2,unresolved,patching_results,unresolved,,results/stage10/mhk_dose_response/heads_2,results/stage10/mhk_dose_response/heads_2/patching_results.csv,,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_2_patching_summary,summary_or_raw_artifact,stage10,heads_2,unresolved,patching_summary,unresolved,,results/stage10/mhk_dose_response/heads_2,,results/stage10/mhk_dose_response/heads_2/patching_summary.json,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_2_run_causal_patching_events,summary_or_raw_artifact,stage10,heads_2,unresolved,run_causal_patching_events,unresolved,,results/stage10/mhk_dose_response/heads_2,results/stage10/mhk_dose_response/heads_2/run_causal_patching_events.jsonl,,results/stage10/mhk_dose_response/heads_2/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_mhk_dose_response_heads_3_patching_results,summary_or_raw_artifact,stage10,heads_3,unresolved,patching_results,unresolved,,results/stage10/mhk_dose_response/heads_3,results/stage10/mhk_dose_response/heads_3/patching_results.csv,,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_3_patching_summary,summary_or_raw_artifact,stage10,heads_3,unresolved,patching_summary,unresolved,,results/stage10/mhk_dose_response/heads_3,,results/stage10/mhk_dose_response/heads_3/patching_summary.json,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_3_run_causal_patching_events,summary_or_raw_artifact,stage10,heads_3,unresolved,run_causal_patching_events,unresolved,,results/stage10/mhk_dose_response/heads_3,results/stage10/mhk_dose_response/heads_3/run_causal_patching_events.jsonl,,results/stage10/mhk_dose_response/heads_3/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_mhk_dose_response_heads_4_patching_results,summary_or_raw_artifact,stage10,heads_4,unresolved,patching_results,unresolved,,results/stage10/mhk_dose_response/heads_4,results/stage10/mhk_dose_response/heads_4/patching_results.csv,,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_4_patching_summary,summary_or_raw_artifact,stage10,heads_4,unresolved,patching_summary,unresolved,,results/stage10/mhk_dose_response/heads_4,,results/stage10/mhk_dose_response/heads_4/patching_summary.json,,,medium,,unmatched
results_stage10_mhk_dose_response_heads_4_run_causal_patching_events,summary_or_raw_artifact,stage10,heads_4,unresolved,run_causal_patching_events,unresolved,,results/stage10/mhk_dose_response/heads_4,results/stage10/mhk_dose_response/heads_4/run_causal_patching_events.jsonl,,results/stage10/mhk_dose_response/heads_4/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_interaction_summary,summary_or_raw_artifact,stage10,pairwise_head_interactions,unresolved,interaction_summary,unresolved,,results/stage10/pairwise_head_interactions,,results/stage10/pairwise_head_interactions/interaction_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_11_patching_results,summary_or_raw_artifact,stage10,subset_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_11,results/stage10/pairwise_head_interactions/subset_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_11_patching_summary,summary_or_raw_artifact,stage10,subset_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_11,,results/stage10/pairwise_head_interactions/subset_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_11,results/stage10/pairwise_head_interactions/subset_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_patching_results,summary_or_raw_artifact,stage10,subset_13,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_13,results/stage10/pairwise_head_interactions/subset_13/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_patching_summary,summary_or_raw_artifact,stage10,subset_13,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_13,,results/stage10/pairwise_head_interactions/subset_13/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_13,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_13,results/stage10/pairwise_head_interactions/subset_13/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_13/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_11_patching_results,summary_or_raw_artifact,stage10,subset_13_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_13_11,results/stage10/pairwise_head_interactions/subset_13_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_11_patching_summary,summary_or_raw_artifact,stage10,subset_13_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_13_11,,results/stage10/pairwise_head_interactions/subset_13_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_13_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_13_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_13_11,results/stage10/pairwise_head_interactions/subset_13_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_13_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_patching_results,summary_or_raw_artifact,stage10,subset_24,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_24,results/stage10/pairwise_head_interactions/subset_24/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_patching_summary,summary_or_raw_artifact,stage10,subset_24,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_24,,results/stage10/pairwise_head_interactions/subset_24/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_24,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_24,results/stage10/pairwise_head_interactions/subset_24/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_24/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_11_patching_results,summary_or_raw_artifact,stage10,subset_24_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_24_11,results/stage10/pairwise_head_interactions/subset_24_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_11_patching_summary,summary_or_raw_artifact,stage10,subset_24_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_24_11,,results/stage10/pairwise_head_interactions/subset_24_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_24_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_24_11,results/stage10/pairwise_head_interactions/subset_24_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_24_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_patching_results,summary_or_raw_artifact,stage10,subset_24_13,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13,results/stage10/pairwise_head_interactions/subset_24_13/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_patching_summary,summary_or_raw_artifact,stage10,subset_24_13,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13,,results/stage10/pairwise_head_interactions/subset_24_13/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_24_13,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13,results/stage10/pairwise_head_interactions/subset_24_13/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_24_13/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_11_patching_results,summary_or_raw_artifact,stage10,subset_24_13_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13_11,results/stage10/pairwise_head_interactions/subset_24_13_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_11_patching_summary,summary_or_raw_artifact,stage10,subset_24_13_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13_11,,results/stage10/pairwise_head_interactions/subset_24_13_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_24_13_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_24_13_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_24_13_11,results/stage10/pairwise_head_interactions/subset_24_13_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_24_13_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_patching_results,summary_or_raw_artifact,stage10,subset_26,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26,results/stage10/pairwise_head_interactions/subset_26/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_patching_summary,summary_or_raw_artifact,stage10,subset_26,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26,,results/stage10/pairwise_head_interactions/subset_26/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26,results/stage10/pairwise_head_interactions/subset_26/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_11_patching_results,summary_or_raw_artifact,stage10,subset_26_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_11,results/stage10/pairwise_head_interactions/subset_26_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_11_patching_summary,summary_or_raw_artifact,stage10,subset_26_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_11,,results/stage10/pairwise_head_interactions/subset_26_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_11,results/stage10/pairwise_head_interactions/subset_26_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_patching_results,summary_or_raw_artifact,stage10,subset_26_13,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13,results/stage10/pairwise_head_interactions/subset_26_13/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_patching_summary,summary_or_raw_artifact,stage10,subset_26_13,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13,,results/stage10/pairwise_head_interactions/subset_26_13/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_13,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13,results/stage10/pairwise_head_interactions/subset_26_13/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_13/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_11_patching_results,summary_or_raw_artifact,stage10,subset_26_13_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13_11,results/stage10/pairwise_head_interactions/subset_26_13_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_11_patching_summary,summary_or_raw_artifact,stage10,subset_26_13_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13_11,,results/stage10/pairwise_head_interactions/subset_26_13_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_13_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_13_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_13_11,results/stage10/pairwise_head_interactions/subset_26_13_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_13_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_patching_results,summary_or_raw_artifact,stage10,subset_26_24,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24,results/stage10/pairwise_head_interactions/subset_26_24/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_patching_summary,summary_or_raw_artifact,stage10,subset_26_24,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24,,results/stage10/pairwise_head_interactions/subset_26_24/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_24,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24,results/stage10/pairwise_head_interactions/subset_26_24/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_24/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_11_patching_results,summary_or_raw_artifact,stage10,subset_26_24_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_11,results/stage10/pairwise_head_interactions/subset_26_24_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_11_patching_summary,summary_or_raw_artifact,stage10,subset_26_24_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_11,,results/stage10/pairwise_head_interactions/subset_26_24_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_24_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_11,results/stage10/pairwise_head_interactions/subset_26_24_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_24_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_patching_results,summary_or_raw_artifact,stage10,subset_26_24_13,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13,results/stage10/pairwise_head_interactions/subset_26_24_13/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_patching_summary,summary_or_raw_artifact,stage10,subset_26_24_13,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13,,results/stage10/pairwise_head_interactions/subset_26_24_13/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_24_13,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13,results/stage10/pairwise_head_interactions/subset_26_24_13/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_24_13/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_11_patching_results,summary_or_raw_artifact,stage10,subset_26_24_13_11,unresolved,patching_results,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13_11,results/stage10/pairwise_head_interactions/subset_26_24_13_11/patching_results.csv,,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_11_patching_summary,summary_or_raw_artifact,stage10,subset_26_24_13_11,unresolved,patching_summary,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13_11,,results/stage10/pairwise_head_interactions/subset_26_24_13_11/patching_summary.json,,,medium,,unmatched
results_stage10_pairwise_head_interactions_subset_26_24_13_11_run_causal_patching_events,summary_or_raw_artifact,stage10,subset_26_24_13_11,unresolved,run_causal_patching_events,unresolved,,results/stage10/pairwise_head_interactions/subset_26_24_13_11,results/stage10/pairwise_head_interactions/subset_26_24_13_11/run_causal_patching_events.jsonl,,results/stage10/pairwise_head_interactions/subset_26_24_13_11/run_causal_patching_events.jsonl,,medium,,unmatched
