expected_run_id,source,stage,experiment_family,model_id,configuration_identity,panel_identity,job_id_if_known,result_directory,raw_artifacts,summary_artifacts,logs,config,confidence,registry_experiment_id,mapping_status
results_stage12_llama_full_head_sweep_head_1_patching_results,summary_or_raw_artifact,stage12,head_1,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_1,results/stage12/llama_full_head_sweep/head_1/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_1_patching_summary,summary_or_raw_artifact,stage12,head_1,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_1,,results/stage12/llama_full_head_sweep/head_1/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_1_run_causal_patching_events,summary_or_raw_artifact,stage12,head_1,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_1,results/stage12/llama_full_head_sweep/head_1/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_1/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_10_patching_results,summary_or_raw_artifact,stage12,head_10,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_10,results/stage12/llama_full_head_sweep/head_10/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_10_patching_summary,summary_or_raw_artifact,stage12,head_10,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_10,,results/stage12/llama_full_head_sweep/head_10/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_10_run_causal_patching_events,summary_or_raw_artifact,stage12,head_10,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_10,results/stage12/llama_full_head_sweep/head_10/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_10/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_11_patching_results,summary_or_raw_artifact,stage12,head_11,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_11,results/stage12/llama_full_head_sweep/head_11/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_11_patching_summary,summary_or_raw_artifact,stage12,head_11,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_11,,results/stage12/llama_full_head_sweep/head_11/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_11_run_causal_patching_events,summary_or_raw_artifact,stage12,head_11,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_11,results/stage12/llama_full_head_sweep/head_11/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_11/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_12_patching_results,summary_or_raw_artifact,stage12,head_12,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_12,results/stage12/llama_full_head_sweep/head_12/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_12_patching_summary,summary_or_raw_artifact,stage12,head_12,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_12,,results/stage12/llama_full_head_sweep/head_12/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_12_run_causal_patching_events,summary_or_raw_artifact,stage12,head_12,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_12,results/stage12/llama_full_head_sweep/head_12/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_12/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_13_patching_results,summary_or_raw_artifact,stage12,head_13,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_13,results/stage12/llama_full_head_sweep/head_13/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_13_patching_summary,summary_or_raw_artifact,stage12,head_13,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_13,,results/stage12/llama_full_head_sweep/head_13/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_13_run_causal_patching_events,summary_or_raw_artifact,stage12,head_13,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_13,results/stage12/llama_full_head_sweep/head_13/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_13/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_14_patching_results,summary_or_raw_artifact,stage12,head_14,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_14,results/stage12/llama_full_head_sweep/head_14/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_14_patching_summary,summary_or_raw_artifact,stage12,head_14,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_14,,results/stage12/llama_full_head_sweep/head_14/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_14_run_causal_patching_events,summary_or_raw_artifact,stage12,head_14,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_14,results/stage12/llama_full_head_sweep/head_14/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_14/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_15_patching_results,summary_or_raw_artifact,stage12,head_15,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_15,results/stage12/llama_full_head_sweep/head_15/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_15_patching_summary,summary_or_raw_artifact,stage12,head_15,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_15,,results/stage12/llama_full_head_sweep/head_15/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_15_run_causal_patching_events,summary_or_raw_artifact,stage12,head_15,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_15,results/stage12/llama_full_head_sweep/head_15/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_15/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_16_patching_results,summary_or_raw_artifact,stage12,head_16,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_16,results/stage12/llama_full_head_sweep/head_16/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_16_patching_summary,summary_or_raw_artifact,stage12,head_16,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_16,,results/stage12/llama_full_head_sweep/head_16/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_16_run_causal_patching_events,summary_or_raw_artifact,stage12,head_16,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_16,results/stage12/llama_full_head_sweep/head_16/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_16/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_17_patching_results,summary_or_raw_artifact,stage12,head_17,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_17,results/stage12/llama_full_head_sweep/head_17/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_17_patching_summary,summary_or_raw_artifact,stage12,head_17,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_17,,results/stage12/llama_full_head_sweep/head_17/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_17_run_causal_patching_events,summary_or_raw_artifact,stage12,head_17,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_17,results/stage12/llama_full_head_sweep/head_17/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_17/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_18_patching_results,summary_or_raw_artifact,stage12,head_18,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_18,results/stage12/llama_full_head_sweep/head_18/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_18_patching_summary,summary_or_raw_artifact,stage12,head_18,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_18,,results/stage12/llama_full_head_sweep/head_18/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_18_run_causal_patching_events,summary_or_raw_artifact,stage12,head_18,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_18,results/stage12/llama_full_head_sweep/head_18/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_18/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_19_patching_results,summary_or_raw_artifact,stage12,head_19,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_19,results/stage12/llama_full_head_sweep/head_19/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_19_patching_summary,summary_or_raw_artifact,stage12,head_19,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_19,,results/stage12/llama_full_head_sweep/head_19/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_19_run_causal_patching_events,summary_or_raw_artifact,stage12,head_19,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_19,results/stage12/llama_full_head_sweep/head_19/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_19/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_2_patching_results,summary_or_raw_artifact,stage12,head_2,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_2,results/stage12/llama_full_head_sweep/head_2/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_2_patching_summary,summary_or_raw_artifact,stage12,head_2,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_2,,results/stage12/llama_full_head_sweep/head_2/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_2_run_causal_patching_events,summary_or_raw_artifact,stage12,head_2,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_2,results/stage12/llama_full_head_sweep/head_2/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_2/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_20_patching_results,summary_or_raw_artifact,stage12,head_20,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_20,results/stage12/llama_full_head_sweep/head_20/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_20_patching_summary,summary_or_raw_artifact,stage12,head_20,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_20,,results/stage12/llama_full_head_sweep/head_20/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_20_run_causal_patching_events,summary_or_raw_artifact,stage12,head_20,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_20,results/stage12/llama_full_head_sweep/head_20/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_20/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_21_patching_results,summary_or_raw_artifact,stage12,head_21,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_21,results/stage12/llama_full_head_sweep/head_21/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_21_patching_summary,summary_or_raw_artifact,stage12,head_21,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_21,,results/stage12/llama_full_head_sweep/head_21/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_21_run_causal_patching_events,summary_or_raw_artifact,stage12,head_21,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_21,results/stage12/llama_full_head_sweep/head_21/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_21/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_22_patching_results,summary_or_raw_artifact,stage12,head_22,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_22,results/stage12/llama_full_head_sweep/head_22/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_22_patching_summary,summary_or_raw_artifact,stage12,head_22,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_22,,results/stage12/llama_full_head_sweep/head_22/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_22_run_causal_patching_events,summary_or_raw_artifact,stage12,head_22,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_22,results/stage12/llama_full_head_sweep/head_22/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_22/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_23_patching_results,summary_or_raw_artifact,stage12,head_23,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_23,results/stage12/llama_full_head_sweep/head_23/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_23_patching_summary,summary_or_raw_artifact,stage12,head_23,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_23,,results/stage12/llama_full_head_sweep/head_23/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_23_run_causal_patching_events,summary_or_raw_artifact,stage12,head_23,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_23,results/stage12/llama_full_head_sweep/head_23/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_23/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_24_patching_results,summary_or_raw_artifact,stage12,head_24,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_24,results/stage12/llama_full_head_sweep/head_24/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_24_patching_summary,summary_or_raw_artifact,stage12,head_24,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_24,,results/stage12/llama_full_head_sweep/head_24/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_24_run_causal_patching_events,summary_or_raw_artifact,stage12,head_24,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_24,results/stage12/llama_full_head_sweep/head_24/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_24/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_25_patching_results,summary_or_raw_artifact,stage12,head_25,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_25,results/stage12/llama_full_head_sweep/head_25/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_25_patching_summary,summary_or_raw_artifact,stage12,head_25,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_25,,results/stage12/llama_full_head_sweep/head_25/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_25_run_causal_patching_events,summary_or_raw_artifact,stage12,head_25,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_25,results/stage12/llama_full_head_sweep/head_25/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_25/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_26_patching_results,summary_or_raw_artifact,stage12,head_26,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_26,results/stage12/llama_full_head_sweep/head_26/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_26_patching_summary,summary_or_raw_artifact,stage12,head_26,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_26,,results/stage12/llama_full_head_sweep/head_26/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_26_run_causal_patching_events,summary_or_raw_artifact,stage12,head_26,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_26,results/stage12/llama_full_head_sweep/head_26/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_26/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_27_patching_results,summary_or_raw_artifact,stage12,head_27,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_27,results/stage12/llama_full_head_sweep/head_27/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_27_patching_summary,summary_or_raw_artifact,stage12,head_27,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_27,,results/stage12/llama_full_head_sweep/head_27/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_27_run_causal_patching_events,summary_or_raw_artifact,stage12,head_27,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_27,results/stage12/llama_full_head_sweep/head_27/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_27/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_28_patching_results,summary_or_raw_artifact,stage12,head_28,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_28,results/stage12/llama_full_head_sweep/head_28/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_28_patching_summary,summary_or_raw_artifact,stage12,head_28,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_28,,results/stage12/llama_full_head_sweep/head_28/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_28_run_causal_patching_events,summary_or_raw_artifact,stage12,head_28,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_28,results/stage12/llama_full_head_sweep/head_28/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_28/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_29_patching_results,summary_or_raw_artifact,stage12,head_29,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_29,results/stage12/llama_full_head_sweep/head_29/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_29_patching_summary,summary_or_raw_artifact,stage12,head_29,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_29,,results/stage12/llama_full_head_sweep/head_29/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_29_run_causal_patching_events,summary_or_raw_artifact,stage12,head_29,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_29,results/stage12/llama_full_head_sweep/head_29/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_29/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_3_patching_results,summary_or_raw_artifact,stage12,head_3,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_3,results/stage12/llama_full_head_sweep/head_3/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_3_patching_summary,summary_or_raw_artifact,stage12,head_3,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_3,,results/stage12/llama_full_head_sweep/head_3/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_3_run_causal_patching_events,summary_or_raw_artifact,stage12,head_3,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_3,results/stage12/llama_full_head_sweep/head_3/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_3/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_30_patching_results,summary_or_raw_artifact,stage12,head_30,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_30,results/stage12/llama_full_head_sweep/head_30/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_30_patching_summary,summary_or_raw_artifact,stage12,head_30,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_30,,results/stage12/llama_full_head_sweep/head_30/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_30_run_causal_patching_events,summary_or_raw_artifact,stage12,head_30,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_30,results/stage12/llama_full_head_sweep/head_30/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_30/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_31_patching_results,summary_or_raw_artifact,stage12,head_31,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_31,results/stage12/llama_full_head_sweep/head_31/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_31_patching_summary,summary_or_raw_artifact,stage12,head_31,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_31,,results/stage12/llama_full_head_sweep/head_31/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_31_run_causal_patching_events,summary_or_raw_artifact,stage12,head_31,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_31,results/stage12/llama_full_head_sweep/head_31/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_31/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_4_patching_results,summary_or_raw_artifact,stage12,head_4,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_4,results/stage12/llama_full_head_sweep/head_4/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_4_patching_summary,summary_or_raw_artifact,stage12,head_4,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_4,,results/stage12/llama_full_head_sweep/head_4/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_4_run_causal_patching_events,summary_or_raw_artifact,stage12,head_4,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_4,results/stage12/llama_full_head_sweep/head_4/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_4/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_5_patching_results,summary_or_raw_artifact,stage12,head_5,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_5,results/stage12/llama_full_head_sweep/head_5/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_5_patching_summary,summary_or_raw_artifact,stage12,head_5,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_5,,results/stage12/llama_full_head_sweep/head_5/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_5_run_causal_patching_events,summary_or_raw_artifact,stage12,head_5,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_5,results/stage12/llama_full_head_sweep/head_5/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_5/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_6_patching_results,summary_or_raw_artifact,stage12,head_6,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_6,results/stage12/llama_full_head_sweep/head_6/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_6_patching_summary,summary_or_raw_artifact,stage12,head_6,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_6,,results/stage12/llama_full_head_sweep/head_6/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_6_run_causal_patching_events,summary_or_raw_artifact,stage12,head_6,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_6,results/stage12/llama_full_head_sweep/head_6/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_6/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_7_patching_results,summary_or_raw_artifact,stage12,head_7,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_7,results/stage12/llama_full_head_sweep/head_7/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_7_patching_summary,summary_or_raw_artifact,stage12,head_7,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_7,,results/stage12/llama_full_head_sweep/head_7/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_7_run_causal_patching_events,summary_or_raw_artifact,stage12,head_7,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_7,results/stage12/llama_full_head_sweep/head_7/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_7/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_8_patching_results,summary_or_raw_artifact,stage12,head_8,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_8,results/stage12/llama_full_head_sweep/head_8/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_8_patching_summary,summary_or_raw_artifact,stage12,head_8,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_8,,results/stage12/llama_full_head_sweep/head_8/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_8_run_causal_patching_events,summary_or_raw_artifact,stage12,head_8,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_8,results/stage12/llama_full_head_sweep/head_8/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_8/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_9_patching_results,summary_or_raw_artifact,stage12,head_9,llama,patching_results,unresolved,,results/stage12/llama_full_head_sweep/head_9,results/stage12/llama_full_head_sweep/head_9/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_9_patching_summary,summary_or_raw_artifact,stage12,head_9,llama,patching_summary,unresolved,,results/stage12/llama_full_head_sweep/head_9,,results/stage12/llama_full_head_sweep/head_9/patching_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_9_run_causal_patching_events,summary_or_raw_artifact,stage12,head_9,llama,run_causal_patching_events,unresolved,,results/stage12/llama_full_head_sweep/head_9,results/stage12/llama_full_head_sweep/head_9/run_causal_patching_events.jsonl,,results/stage12/llama_full_head_sweep/head_9/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_sweep_summary,summary_or_raw_artifact,stage12,llama_full_head_sweep,llama,head_sweep_summary,unresolved,,results/stage12/llama_full_head_sweep,,results/stage12/llama_full_head_sweep/head_sweep_summary.json,,,medium,,unmatched
results_stage12_llama_full_head_sweep_head_sweep_summary_partial,summary_or_raw_artifact,stage12,llama_full_head_sweep,llama,head_sweep_summary.partial,unresolved,,results/stage12/llama_full_head_sweep,,results/stage12/llama_full_head_sweep/head_sweep_summary.partial.json,,,medium,,unmatched
results_stage12_llama_head2_combos_subset_2_patching_results,summary_or_raw_artifact,stage12,subset_2,llama,patching_results,unresolved,,results/stage12/llama_head2_combos/subset_2,results/stage12/llama_head2_combos/subset_2/patching_results.csv,,,,medium,,unmatched
results_stage12_llama_head2_combos_subset_2_patching_summary,summary_or_raw_artifact,stage12,subset_2,llama,patching_summary,unresolved,,results/stage12/llama_head2_combos/subset_2,,results/stage12/llama_head2_combos/subset_2/patching_summary.json,,,medium,,unmatched
results_stage12_llama_head2_combos_subset_2_run_causal_patching_events,summary_or_raw_artifact,stage12,subset_2,llama,run_causal_patching_events,unresolved,,results/stage12/llama_head2_combos/subset_2,results/stage12/llama_head2_combos/subset_2/run_causal_patching_events.jsonl,,results/stage12/llama_head2_combos/subset_2/run_causal_patching_events.jsonl,,medium,,unmatched
results_stage12_llama_head2_combos_subset_2_10_patching_results,summary_or_raw_artifact,stage12,subset_2_10,llama,patching_results,unresolved,,results/stage12/llama_head2_combos/subset_2_10,results/stage12/llama_head2_combos/subset_2_10/patching_results.csv,,,,medium,,unmatched
