family_id,base_variant_id,sensitive_variant_id,patch_layer,patch_site,original_S_lp,patched_S_lp,recovery_fraction
CM_B_004,0,1,12,resid_post_last_prompt,2.671875,2.546875,0.04678362573099415
CM_B_004,0,1,14,resid_post_last_prompt,2.671875,2.453125,0.08187134502923976
CM_B_004,0,1,15,resid_post_last_prompt,2.671875,2.453125,0.08187134502923976
CM_B_004,0,1,16,resid_post_last_prompt,2.671875,2.484375,0.07017543859649122
CM_B_004,0,1,17,resid_post_last_prompt,2.671875,2.34375,0.1228070175438597
CM_B_004,0,1,18,resid_post_last_prompt,2.671875,2.703125,-0.011695906432748648
CM_B_004,0,1,19,resid_post_last_prompt,2.671875,2.734375,-0.023391812865497075
CM_B_004,0,1,20,resid_post_last_prompt,2.671875,2.765625,-0.03508771929824572
CM_B_004,0,1,22,resid_post_last_prompt,2.671875,2.90625,-0.08771929824561409
CM_B_004,0,1,25,resid_post_last_prompt,2.671875,3.875,-0.45029239766081863
CM_B_STD_015,0,3,4,resid_post_last_prompt,2.625,2.96875,-0.13095238095238093
CM_B_STD_015,0,3,8,resid_post_last_prompt,2.625,2.8125,-0.0714285714285714
CM_B_STD_015,0,3,12,resid_post_last_prompt,2.625,2.96875,-0.13095238095238093
CM_B_STD_015,0,3,14,resid_post_last_prompt,2.625,2.8125,-0.0714285714285714
CM_B_STD_015,0,3,15,resid_post_last_prompt,2.625,2.875,-0.09523809523809534
CM_B_STD_015,0,3,16,resid_post_last_prompt,2.625,2.90625,-0.1071428571428572
CM_B_STD_015,0,3,17,resid_post_last_prompt,2.625,2.84375,-0.08333333333333326
CM_B_STD_015,0,3,18,resid_post_last_prompt,2.625,3.15625,-0.20238095238095233
CM_B_STD_015,0,3,19,resid_post_last_prompt,2.625,3.1875,-0.2142857142857142
CM_B_STD_015,0,3,20,resid_post_last_prompt,2.625,3.40625,-0.29761904761904767
CM_B_STD_015,0,3,22,resid_post_last_prompt,2.625,3.3125,-0.26190476190476186
CM_B_STD_015,0,3,25,resid_post_last_prompt,2.625,3.34375,-0.2738095238095237
CM_B_UM_001,0,2,4,resid_post_last_prompt,2.46875,2.5,-0.012658227848101333
CM_B_UM_001,0,2,8,resid_post_last_prompt,2.46875,2.53125,-0.025316455696202445
CM_B_UM_001,0,2,12,resid_post_last_prompt,2.46875,2.40625,0.025316455696202556
CM_B_UM_001,0,2,14,resid_post_last_prompt,2.46875,2.40625,0.025316455696202556
CM_B_UM_001,0,2,15,resid_post_last_prompt,2.46875,2.375,0.03797468354430378
CM_B_UM_001,0,2,16,resid_post_last_prompt,2.46875,2.5,-0.012658227848101333
